ID,Domain,Language,Language_Code,PSA,PSA_Type,Source_URL,Source_Title,Publisher,Organization_Type,Published_Date,Licence,Licence_URL,Licence_Evidence,Collected_At,Parallel_Group_ID,Parallel_Link_URL,Review_Status
KAPSA-40FDA0E11445517E7E,www.infonet-biovision.org,English,en,"Well suited for the drier semi-arid low rainfall areas and also performs well in medium rainfall areas during short rains, seeds are large beige or light brown speckled purple, tolerant to drought and bean fly but susceptible to HB",Weather or climate notice,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:35:11+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-F2A8039F93B39512AF,www.infonet-biovision.org,English,en,"Wide adaptability to various agro-ecological zones of low to high rainfall areas, seeds broad with brown flecks on cream, susceptible to CBMV, drought tolerant",Weather or climate notice,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:35:11+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-53DE875F7E3C97E878,www.infonet-biovision.org,English,en,"Wide adaptability, recommended for medium and high rainfall areas, seeds red with cream flecks, resistant to anthracnose and CBMV but susceptible to ALS and rust",Weather or climate notice,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:35:11+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-5163CB652546C0D2BD,www.infonet-biovision.org,English,en,"Beans (Revised): Heat tolerant, good for maize intercropping, excellent cooking qualities",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:35:11+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-B52FE03B531F33B047,www.infonet-biovision.org,English,en,"""Cheupe"" (recommended altitude:above 1500 m, potential yield: 2.5-3.0 t/ha, seeds light brown, resistant to anthracnose, CBMV, HB and rust)",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:35:11+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-0B9943AFE16058E78A,www.infonet-biovision.org,English,en,"""Lymungo 85"" ((recommended altitude: 900-1800 m, days to flowering: 33, pod colour: yellow, potential yield: 1.2-1.5 t/ha, resistant to ALS, anthracnose, CBB and CBMV)",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:35:11+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-3099330E9D5E11EF42,www.infonet-biovision.org,English,en,"""Lymungo 90"" (recommended altitude: 900-1800, seeds are larger than Lymungo 85, colour deep mottled red purple, yield potential; 1.2-1.5 t/ha)",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:35:11+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-F4D955B5E6F0E3F3DB,www.infonet-biovision.org,English,en,"""Selian 05"" (recommended altitude: 1000-1500, potential yield: 1.0-1.6 t/ha, seeds cream in colour, resistant to anthracnose, CBMV, HB and rust)",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:35:11+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-2614785E699418C814,www.infonet-biovision.org,English,en,"""Selian 06"" (recommended altitude below 1500 m, yield potential; 2.5-3.0 t/ha, seeds white, days to flowering: 40, resistant to anthracnose, CBMV and HB)",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:35:11+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-63582D80D529AB8E77,www.infonet-biovision.org,English,en,"""K 132"" (Seeds large kidney shaped red with white mottled colour, maturity period: 80 days, potential yield: 2 t/ha, resistant to CBMV but susceptible to anthracnose)",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:35:11+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-E56D31C8AE77CB683B,www.infonet-biovision.org,English,en,Beans (Revised): Resistance to diseases in commercial varieties of French beans available in Kenya,Pest or disease advisory,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:35:11+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-B1681A4B4637839F57,www.infonet-biovision.org,English,en,Common beans grow within a range of temperatures of 17.5-27°C. Above 30°C flower buds are likely to fall and seeds are rarely formed at temperatures over 35°C. They are sensitive to night frost. Common beans are usually grown at altitudes between 600 - 1950 m in many tropical areas.,Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:35:11+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-88D670FB99B4302BD0,www.infonet-biovision.org,English,en,A moderate well-distributed rainfall is required (300-400 mm per crop cycle) but dry weather during harvest is essential. Drought or waterlogging are harmful. Climbing cultivars will give economic yields in areas of high rainfall but the dwarf types appear to be more sensitive to high soil moisture levels. Suitable soil types range from light to moderately heavy and to peaty soils with near-neutral pH and good drainage. Common bean is susceptible to salinity.,Weather or climate notice,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:35:11+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-8D05CF5B33100772A4,www.infonet-biovision.org,English,en,"The optimum temperature range for growing French beans is 20-25°C, but can be grown in temperatures ranging between 14 and 32°C. Extreme temperatures result in poor flower development and poor pod set. However, French beans mature faster in warmer areas. French beans can be grown between 1000 and 2100 metres above sea level. Rainfed cultivation is possible in areas with well distributed, medium to high annual rainfall (900-1200 mm) but to maintain a continuous production especially during the dry season, irrigation is essential. During the dry season up to 50 mm of water per week is required. This could be applied through furrow or overhead irrigation. French beans grow best on well drained, silty loams to heavy clay soils high in organic matter with pH 5.5-6.5.",Weather or climate notice,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:35:11+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-5B968BA1BB53249A7D,www.infonet-biovision.org,English,en,"Beans are comparatively light feeders and require as a guide line about 25-35 kg P/ ha (equivalent to 1-2 bags of Mijingu rock phosphate/ha) and 75-80 kg K/ha. Like all legumes, beans are able to fix nitrogen from the atmosphere, so do not require nitrogen fertilisation. However a soil conducive to nitrogen fixing with the natural nitrogen fixing bacteria present is preferable. Hard soils with little organic matter will not give good yields of beans, unless organic matter is provided, preferably in the form of good quality compost or well decomposed farmyard manure . For pure stands of beans it is preferable to construct slightly raised beds of maximum 1 metre width in order to limit soil compaction around the bean plants. Application of good compost in the beds will improve yields as it will improve nitrogen fixation. Timely and thorough weeding is essential for French beans.",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:35:11+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-A73E94F7D735224AD7,www.infonet-biovision.org,English,en,"The first weeding should be done 2-3 weeks after emergence followed by a second weeding 2-3 weeks later. During weeding slight ridging of plants will help bean plants withstand attack of bean flies. Cultivating beans when the soil is wet encourages spread of soil-borne diseases such as anthracnose and fusarium root rot. Shallow tillage is preferred especially in the period before flowering as damage to the roots or the collar of the plant encourages soil borne diseases. Common bean can be rain-fed or irrigated. Irrigation is beneficial in semi-arid regions, with overhead irrigation preferred over flood irrigation. In peasant farming, the crop is seldom manured. Crop rotation is necessary to limit soil borne diseases such as root-knot nematodes and fusarium root rot. Fertilise the soil properly and plant French beans on hills or ridges where root rot could be a problem. Avoid furrow irrigation in areas prone to root rot and root-knot nematodes and fusarium.",Pest or disease advisory,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:35:11+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-A1AD436ED2CC388C5C,www.infonet-biovision.org,English,en,"Mulching with straw and cut grasses helps conserve moisture, promote adventitious root development and enhances tolerance to bean fly maggot damage.",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:35:11+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-6855F60463B5B3CD8C,www.infonet-biovision.org,English,en,"Beans are excellent for intercropping with other food crops, such as maize, potatoes, celery, cucumber and can help supply the other crops with nitrogen to a limited degree. Longer season varieties of beans can fix higher amounts of nitrogen than short season varieties. Intercropping with chives or garlic helps repel aphids (KIOF - personal communication).",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:35:11+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-B7DB6E86E166BEDAA4,www.infonet-biovision.org,English,en,"A regular water supply is essential for French beans as moisture affects yields, uniformity and quality. Water stress during flowering reduces yields, as does waterlogging. Irrigation in dry spells is recommended as 35 mm per week at planting and 10 days post emergence, followed by 50 mm per week thereafter till end of production.",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:35:11+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-F65E40C599DB9A3F7D,www.infonet-biovision.org,English,en,EM (Effective Microorganisms) and BM (Beneficial Microorganisms) have been shown to prevent many diseases and a few pests in various crops when sprayed on a regular basis. These are commercial products and are readily available in Kenya. It is organically acceptable and quite cheap.,Pest or disease advisory,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:35:11+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-9489AEF66CFA7EEE66,www.infonet-biovision.org,English,en,"Beans are one of the most important crops in the country and are considered the most important and basic food legume for nearly 300 million people in the developing countries. It is an excellent source of plant-based protein, making it an important addition to vegetarian and vegan diet considered as the second source of protein in most populations in eastern and southern Africa, and also used as the main source of protein in rural communities globally. Moreover, this legume is rich in dietary fiber, which aids digestion, regulates blood sugar levels, and promotes a feeling of fullness. Fiber is also beneficial for maintaining a healthy weight and reducing the risk of chronic diseases like heart disease and type 2 diabetes. Common beans provides complex carbohydrates that release energy slowly, helping with weight management and providing sustained feelings of fullness. Beans are a good source of folate, iron, magnesium, phosphorus, and potassium. Folate is essential for red blood cell production, iron supports oxygen transport, and magnesium and phosphorus contribute to bone health. Potassium plays a vital role in maintaining healthy blood pressure levels. (Romero et al., 2013, Hayat et al., 2014, Celmeli, et al., 2018, Kotue, et al., 2018) Table 1: Proximate composition of 100 g of dry raw kidney beans and boiled drained without salt",Pest or disease advisory,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:35:11+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-AE3AC4B20AF4178577,www.infonet-biovision.org,English,en,"Source (Nutrient data): FAO/Government of Kenya. 2018. Kenya Food Composition Tables. Nairobi, 254 pp. http://www.fao.org/3/I9120EN/i9120en.pdf",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:35:11+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-F74DAEF27456EDC66E,www.infonet-biovision.org,English,en,Beans (Revised): $ Draining the water several times leaches away water soluble nutrients significantly.,Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:35:11+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-8B851966E3BC26AE95,www.infonet-biovision.org,English,en,Beans (Revised): Ingredients • 1 Kg beans • 5 large sized sweet potatoes (red variety) • Salt to taste (optional),Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:35:11+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-266866D83CC028ED05,www.infonet-biovision.org,English,en,Preparation • Sort and clean the beans well • Peel and clean the sweet potatoes • Boil beans and sweet potatoes separately • When ready mix and season to taste • Mash the mixture to a soft consistency • Serve warm with any stew or tea,Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:35:11+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-9C9E5666AEABBAC876,www.infonet-biovision.org,English,en,Beans (Revised): Ingredients: • Beans • Matoke (Plantain) • Tomatoes • Onions • Lye (traditional salt),Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:35:11+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-A882D9083D87EE60C7,www.infonet-biovision.org,English,en,"Procedure: • Boil beans until they are ready. • Peel plantains and put a layer of them in a separate pan. • Add a layer of beans. • Add another layer of plantain, then another layer of beans • Add traditional salt (lye) to soften both the bananas and the beans and salt to taste. • Cover with banana leaves. If not firm, put another pot on top. If exposed, the food can turn black. • Cook over high heat for about 5 minutes • Cook for a further 15 minutes over mild heat. • Alternatively, remove the leaves and tomatoes and onions after 10 minutes of cooking. Mix completely, then, cook for a further 20 minutes. Note: For quantities of ingredients, try different proportions and see what appeals most",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:35:11+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-B1F55BAC17BADAE81B,www.infonet-biovision.org,English,en,Beans (Revised): Ingredients 200 g dried beans 100 g Green maize 60 g Stinging nettle leaves 200 g Potatoes 2 cups water,Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:35:11+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-3E8B8561B7A9B822F5,www.infonet-biovision.org,English,en,"Procedure • Select and soak the beans overnight. This significantly reduces the cooking time. • Shell the maize and select the beans to remove unwanted particles. • Pluck the stalks off the leaves, and then wash the leaves twice to ensure absolute removal of mud and insects. Set aside for use later. • Mix and wash the maize and the beans together. • Put these into a pot or saucepan, and then add water to slightly cover the food and boil until they are all cooked i.e. when the beans are soft on pressing between the fingers. If cooking by pressure cooker, pressure-cook for 20 minutes and allow pressure cooker to cool on its own. • Add the peeled and cleaned potatoes to the maize and beans. • Without chopping, add the leaves to the pot and continue boiling until the potatoes are soft enough to be mashed. By now the water level should have greatly reduced. • Drain off any excess water. (This excess water can be kept aside to soften baby food.) • Mash the food until all the potatoes are all thoroughly mashed and the food evenly mixed.",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:35:11+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-D6B25D12D182AA1310,www.infonet-biovision.org,English,en,"Variation: To prepare a child’s dish from the same, eliminate the maize and mash till soft and light enough for a child. The food can be made lighter by adding the excess water drained out before mashing. Also, stinging nettle leaves could also be substituted with pumpkin leaves or leaves of the buffalo gourd (Cucumis ficifolia - Kahurura or Kanyuria in Kenya)",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:35:11+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-A9C5919C216075D476,www.infonet-biovision.org,English,en,Beans (Revised): Ingredients 2 cups beans (dry or green) 2 bunches of Amaranthus leaves Salt to taste,Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:35:11+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-3E3AAD9BF26999CB28,www.infonet-biovision.org,English,en,"Preparation • Select beans to ensure they are clear of any debris. • Wash the beans and soak (if dry) overnight. This greatly reduces the cooking time. • If beans were soaked overnight, replace soaking water and place on fire to boil. • Allow boiling till beans are cooked, i.e. soft when pressed between fingers • Drain any excess water, leaving about a cup. • Wash the vegetables and place the vegetables on the beans and allow them to steam for about 15 minutes or till the vegetables are tender. • Add salt to taste then mash the vegetables and beans together. • Serve with sweet potato, banana, cassava, millet or preferred stew.",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:35:11+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-440FA3184E9E93CF0E,www.infonet-biovision.org,English,en,Ingredients 40 g young leaves of Colocasia esculenta (cocoyam leaves) 450 g beans (dry or fresh) (rosecoco type if available) 1 cup groundnut or simsim butter,Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:35:11+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-E65F6E111872D95A71,www.infonet-biovision.org,English,en,"Preparation • Select beans to ensure they are clear of any debris. • Wash the beans and soak (if dry) overnight. This greatly reduces the cooking time. • If beans were soaked overnight, replace soaking water and place on fire to boil. • Allow boiling till beans are cooked, i.e. soft when pressed between fingers • Drain any excess water, leaving about a cup. • Remove the petiole and veins from the vegetables then wash. • Place the vegetables over the beans and steam till they are cooked. • Add salt to taste, groundnut or simsim butter then mash the vegetables and the beans together. • Serve with cassava or sweet potatoes or preferred stew.",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:35:11+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-A4A675E9BC5F7E98D6,www.infonet-biovision.org,English,en,Beans (Revised): Remark This is a very thick bean sauce and should be eaten while warm as it becomes thicker when it cools.,Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:35:11+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-50AFCA10A1EAA15D98,www.infonet-biovision.org,English,en,"Beans (Revised): Halo blight ( Pseudomonas syringae pv. phaseolicola) on beans Ⓒ A.M. Varela, icipe",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:35:11+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-64D85AFD5EA9AFB7F5,www.infonet-biovision.org,English,en,"Beans (Revised): Corner Shop Nairobi: cornershop@africaonline.co.ke , +254 (0) 0716 905 486, (20) 2712268/9",Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:35:11+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
KAPSA-AB841C5614BEBB55E0,www.infonet-biovision.org,English,en,Beans (Revised): Green Dreams: info@organic.co.ke +254 (0) 724 781 971/ 0722 562 717001,Agricultural extension guidance,https://www.infonet-biovision.org/crops-fruits-vegetables/beans-revised,Beans (Revised),Infonet Biovision / Biovision Farmer Communication Programme,Kenya-focused NGO,,Creative Commons licence (site-wide; exact licence variant should be confirmed before a release),https://www.infonet-biovision.org/,Site-wide terms verified at https://www.infonet-biovision.org/,2026-07-15T14:35:11+00:00,,,candidate — provenance and licence verified; review PSA scope and alignment before model training
